,place_id,place_name,place_address,place_lat,place_long,country,phone_number,website,url,adm_lvl_1,adm_lvl_2
4,ChIJhQOPzrvpwEcRtUoTdbW0NjU,"Rode Kruis Maastricht, Meerssen, Mergelland","Cortenstraat 7, 6211 HT Maastricht, Netherlands",50.846811,5.69212,Netherlands,+31 43 321 5111,http://www.rodekruis.nl/maastricht,https://maps.google.com/?cid=3834450824198834869,Limburg,Maastricht
11,ChIJ5d-maabuwEcRBNwzwBCXqfs,Rode Kruis Eijsden-Margraten,"Kerkeweg 2, 6245 MH Eijsden, Netherlands",50.7878444,5.722296,Netherlands,+31 43 409 4306,http://www.rodekruis.nl/eijsden-margraten,https://maps.google.com/?cid=18134191472783907844,Limburg,Eijsden
15,ChIJi_thzibAwEcRsn1v4qfLB9E,Rode Kruis Valkenburg aan de Geul/Nuth,"Bosstraat 5, 6301 HM Valkenburg, Netherlands",50.8718706,5.8229332,Netherlands,+31 6 50235646,http://www.rodekruis.nl/,https://maps.google.com/?cid=15062231400682847666,Limburg,Valkenburg aan de Geul
16,ChIJ18_q0i-UwEcRWPPVaEKIGW4,Rode Kruis Mergelland,"Wittemer Allee 24, 6286 AB Wittem, Netherlands",50.8130709,5.9134158,Netherlands,+31 43 450 3331,http://www.rodekruis.nl/?cid=onlineadvertising&utm_source=google&utm_medium=places&utm_campaign=google_places&utm_content=Wittem,https://maps.google.com/?cid=7933522037397910360,Limburg,Gulpen-Wittem
17,ChIJk7epzLy9wEcRJ60bVSzVxco,Rode Kruis Heerlen e.o.,"Nobelstraat 51, 6411 EL Heerlen, Netherlands",50.883902,5.979322,Netherlands,+31 45 571 4618,http://www.rodekruis.nl/,https://maps.google.com/?cid=14611318952456596775,Limburg,Heerlen
18,ChIJ_YyP3EqWwEcRWJLJwCoOq1A,Rode Kruis Bocholtz-Simpelveld-Vaals,"Jamarstraat 11, 6369 ED Simpelveld, Netherlands",50.8363404,5.980809499999999,Netherlands,+31 45 544 2800,http://www.rodekruis.nl/,https://maps.google.com/?cid=5812755320837608024,Limburg,Simpelveld
2,ChIJMzXK1uC8wEcRZvECjx7_8Fw,Rode Kruis Landgraaf,"Lichtenbergerstraat 7, 6371 AS Landgraaf, Netherlands",50.9038578,6.0196041,Netherlands,+31 45 532 3590,http://www.rodekruis.nl/,https://maps.google.com/?cid=6697133152613364070,Limburg,Landgraaf
3,ChIJjdJjFf67wEcR7elOgF0V5hU,Rode Kruis Brunssum,"Limburgiaplantsoen 62, 6445 XD Brunssum, Netherlands",50.9366023,5.9810299,Netherlands,+31 45 571 4700,http://afdeling.rodekruis.nl/afdeling/brunssum,https://maps.google.com/?cid=1577972210768734701,Limburg,Brunssum
7,ChIJESHRMELHwEcRnTlAwY3QYZY,Rode Kruis Westelijke Mijnstreek Zuid,"Kinkenweg 13A, 6166 AM Geleen, Netherlands",50.96900900000001,5.8370931,Netherlands,+31 46 475 2462,http://www.rodekruis.nl/,https://maps.google.com/?cid=10836171485681301917,Limburg,Sittard-Geleen
9,ChIJ4Vmr6oy7wEcR4REz4XqwbEU,Rode Kruis afdeling Brunssum e.o.,"De Insel 18, 6442 AJ Brunssum, Netherlands",50.9493883,5.9820765,Netherlands,+31 45 571 4700,http://www.rodekruis.nl/brunssum,https://maps.google.com/?cid=5002567327912497633,Limburg,Brunssum
11,ChIJg_jikw29wEcRmDSXV5ooxu0,Rode Kruis Zuid-Limburg,"Jan Campertstraat 5, 6416 SG Heerlen, Netherlands",50.8826214,6.003754499999999,Netherlands,+31 45 541 2416,http://www.rodekruis.nl/,https://maps.google.com/?cid=17133426475737232536,Limburg,Heerlen
14,ChIJX3wMyvrYxkcRFOGE0HAUKqM,Rode Kruis Eindhoven e.o.,"Willem van Konijnenburglaan 6, 5613 DW Eindhoven, Netherlands",51.4387588,5.495183,Netherlands,+31 40 244 3311,https://www.rodekruis.nl/,https://maps.google.com/?cid=11757232251971363092,Noord-Brabant,Eindhoven
16,ChIJJ2z3bZOiwEcR3zmoSQnSwwY,Rode Kruis Kerkrade,"Hoofdstraat 24, 6461 CR Kerkrade, Netherlands",50.8643012,6.0662774,Netherlands,+31 45 205 7010,http://www.rodekruis.nl/,https://maps.google.com/?cid=487464122018445791,Limburg,Kerkrade
4,ChIJMzYBYm64wEcRx3Gdlf2fIpI,Rode Kruis afd. Sittard e.o.,"Hemelsley 20, 6136 HM Sittard, Netherlands",51.0047554,5.8789811,Netherlands,+31 46 451 1448,unknown,https://maps.google.com/?cid=10530154790231306695,Limburg,Sittard-Geleen
12,ChIJsVhJBVtLx0cRqRFFde_zJhY,Rode Kruis Roermond eo,"Molengriendweg 3, 6041 BN Roermond, Netherlands",51.2071191,5.999304,Netherlands,+31 475 318 228,http://www.rodekruisroermond.nl/,https://maps.google.com/?cid=1596231327739613609,Limburg,Roermond
16,ChIJcwOdyEBPx0cRG7-ny-21mxI,Het Nederlandse Rode Kruis,"Rinkesfort 15, 5993 PV Maasbree, Netherlands",51.33904769999999,6.0588282,Netherlands,+31 77 465 3800,https://www.rodekruis.nl/,https://maps.google.com/?cid=1340865347001499419,Limburg,Peel en Maas
10,ChIJn_3onP-AxEcRF_7jgWrXXVU,Rode Kruis Zeeuws-Vlaanderen,"Meester F.J. Haarmanweg 13, 4538 AM Terneuzen, Netherlands",51.327254,3.829618,Netherlands,+31 115 615 029,http://www.rodekruis.nl/zeeuws-vlaanderen,https://maps.google.com/?cid=6151309518503673367,Zeeland,Terneuzen
5,ChIJ0cNpn4WfxEcReJ1P94_GF0A,Rode Kruis Midden en West Zeeuws Vlaanderen,"Burgemeester Gratamastraat 2, 4501 JD Oostburg, Netherlands",51.3279218,3.4848372,Netherlands,+31 115 615 029,http://www.rodekruis.nl/zeeuwsvlaanderen,https://maps.google.com/?cid=4618378264523545976,Zeeland,Sluis
5,ChIJHXNELnkyx0cRKlnFJj9gIy4,Rode Kruis Weert e.o.,"Boerhaavestraat 15A, 6001 AV Weert, Netherlands",51.25578669999999,5.7114425,Netherlands,+31 495 533 300,https://www.rodekruis.nl/,https://maps.google.com/?cid=3324606774279231786,Limburg,Weert
12,ChIJMdS3ejrPxkcR4XAFkkDWZDs,Rode Kruis De Zaligheden,"Torendreef 22, 5531 ET Bladel, Netherlands",51.3703729,5.2247808,Netherlands,+31 497 384 705,https://www.rodekruis.nl/de-zaligheden/over-onze-afdeling/,https://maps.google.com/?cid=4279781118724894945,Noord-Brabant,Bladel
18,ChIJW2qrXWQpx0cRtoBKfHLPyb8,Rode Kruis Cranendonck,"Heuvel 1, 6027 PN Soerendonk, Netherlands",51.3050692,5.5782973,Netherlands,+31 495 840 182,http://www.rodekruis.nl/,https://maps.google.com/?cid=13819805022181556406,Limburg,Cranendonck
4,ChIJd4XknmNOx0cR4x4X7K7svEM,Rode Kruis Beesel/Reuver/Offenbeek,"Keulseweg 39A, 5953 HE Reuver, Netherlands",51.28634479999999,6.0848605,Netherlands,+31 77 474 4955,http://www.rodekruis.nl/,https://maps.google.com/?cid=4881036332192177891,Limburg,Beesel
5,ChIJu9yO3hMrx0cRKgo2KQiPVa4,Het Nederlandse Rode Kruis,"Stationsweg 55, 6024 BK Budel-Dorplein, Netherlands",51.2424882,5.568671399999999,Netherlands,+31 495 840 182,https://www.rodekruis.nl/,https://maps.google.com/?cid=12562104000833784362,Noord-Brabant,Cranendonck
7,ChIJJ6Ml2VZIx0cR6w_dAUvZrfM,Rode Kruis Locatie Peel en Maas,"Piushof 137, 5981 VW Panningen, Netherlands",51.321386,5.977315,Netherlands,+31 77 465 3800,http://www.rodekruis.nl/peelenmaas,https://maps.google.com/?cid=17558929438364471275,Limburg,Peel en Maas
8,ChIJm3-vq3fKwEcRBoi04rJc3po,Rode Kruis Echt e.o.,"Julianalaan 64, 6051 AV Maasbracht, Netherlands",51.1441423,5.8891521,Netherlands,+31 475 462 912,http://www.rodekruis.nl/,https://maps.google.com/?cid=11159458850048083974,Limburg,Maasgouw
10,ChIJY5gIJTVOx0cR7MAnS4vDBvU,Rode Kruis Belfeld,"Schoolstraat 14, 5951 DG Belfeld, Netherlands",51.3128301,6.114011,Netherlands,+31 77 475 2296,http://www.rodekruisbelfeld.nl/,https://maps.google.com/?cid=17656014392181375212,Limburg,Venlo
13,ChIJdWVdnt5ax0cRZB-ZbWSdlpk,Rode kruis afdeling venlo,"Nijmeegseweg 40, 5916 PT Venlo, Netherlands",51.3895116,6.1761193,Netherlands,+31 77 351 5388,http://rodekruis.nl/venlo,https://maps.google.com/?cid=11067206188970614628,Limburg,Venlo
14,ChIJgSVe3mUlx0cRr39xsyi0cl0,Rode Kruis Someren,"Beusakker 27, 5712 MG Someren, Netherlands",51.3855391,5.7010418,Netherlands,+31 492 331 958,http://www.rodekruis.nl/,https://maps.google.com/?cid=6733642479774564271,Noord-Brabant,Someren
17,ChIJayU0WYDHwEcRHMjRCtSCmVM,Stichting Huisvesting Rode Kruis Sittard e.o.,"Landweringstraat 34, 6133 AH Sittard, Netherlands",50.9933542,5.858455999999999,Netherlands,unknown,unknown,https://maps.google.com/?cid=6023989823810947100,Limburg,Sittard-Geleen
1,ChIJl5uOoNJax0cRf-nI--NrxGY,Rode Kruis Brabant Noord-Oost,"Deltakade 7, 5928 PX Venlo, Netherlands",51.38522,6.1550748,Netherlands,+31 77 397 0560,http://www.rodekruis.nl/,https://maps.google.com/?cid=7405162314229934463,Limburg,Venlo
2,ChIJNyxBgFBBx0cROVLs2zCM-p0,Rode Kruis Horst a/d Maas-Venray,"Gebroeders van Doornelaan 63, 5961 BB Horst, Netherlands",51.4645906,6.0480882,Netherlands,+31 6 37298292,http://www.rodekruis.nl/,https://maps.google.com/?cid=11383565149608366649,Limburg,Horst aan de Maas
4,ChIJc0xiTcgnx0cRGX4SevEt_lA,Rode Kruis Heeze-Leende,"De Zegge 7, 5591 TT Heeze, Netherlands",51.4018914,5.5708147,Netherlands,+31 40 206 0966,http://www.rodekruis.nl/,https://maps.google.com/?cid=5836152682277142041,Noord-Brabant,Heeze-Leende
7,ChIJ5ytBgFBBx0cRb6BpKa0EJDU,Rode Kruis,"Loevestraat 17A, 5961 TV Horst, Netherlands",51.4535215,6.0539039,Netherlands,+31 478 691 430,http://www.rodekruis.nl/,https://maps.google.com/?cid=3829190724942405743,Limburg,Horst aan de Maas
10,ChIJUWoaTaIlx0cROyg_pJAP9K8,Rode Kruis Bungalow,"Philipsbosweg 9, 5715 RE Lierop, Netherlands",51.40126189999999,5.6734893,Netherlands,+31 492 331 310,http://www.rodekruisbungalow.nl/,https://maps.google.com/?cid=12678775964860098619,Noord-Brabant,Someren
11,ChIJTf4B4N0jx0cRmE5xovc9_QI,Rode Kruis Helmond e.o.,"Nachtegaallaan 215, 5702 KM Helmond, Netherlands",51.49778360000001,5.6658916,Netherlands,+31 492 523 016,unknown,https://maps.google.com/?cid=215396490975202968,Noord-Brabant,Helmond
15,ChIJMyjhGL0Sx0cRj9168oVLl7I,Het Nederlandse Rode Kruis,"Norbertplein 3, 6591 XA Gennep, Netherlands",51.68802059999999,5.9846955,Netherlands,unknown,http://www.rodekruisgennep.nl/,https://maps.google.com/?cid=12868837498905353615,Limburg,Gennep
0,ChIJLcF91teQxEcRfMmMklpRi0Q,Rode Kruis Walcheren,"Klein Vlaanderen 59, 4331 RG Middelburg, Netherlands",51.501545,3.608052,Netherlands,+31 113 253 893,http://www.rodekruis.nl/walcheren,https://maps.google.com/?cid=4939130865789487484,Zeeland,Middelburg
1,ChIJN5yoTw9jxEcR2x9eBvlTIeM,Rode Kruis Kapelle,"postadres, Cederlaan 2, 4421 BZ Kapelle, Netherlands",51.4805794,3.9629925,Netherlands,+31 113 341 167,http://www.rodekruis.nl/kapelle,https://maps.google.com/?cid=16366454849859887067,Zeeland,Kapelle
2,ChIJN5yoTw9jxEcRhwNLHCmz2aE,Rode Kruis Zeeland,"Conferencestraat 69, 4421 DR Kapelle, Netherlands",51.4908374,3.956696,Netherlands,+31 70 445 5666,http://www.rodekruis.nl/?cid=onlineadvertising&utm_source=google&utm_medium=places&utm_campaign=google_places&utm_content=Zeeland,https://maps.google.com/?cid=11662549699202319239,Zeeland,Kapelle
3,ChIJrZKFeumJxEcRxUgJCD-vJq8,Rode Kruis Noord-West Beveland,"Golda Meierstraat 25, 4463 DC Goes, Netherlands",51.5170632,3.8852809,Netherlands,+31 113 227 280,http://www.rodekruis.nl/?cid=onlineadvertising&utm_source=google&utm_medium=places&utm_campaign=google_places&utm_content=Wolphaartsdijk,https://maps.google.com/?cid=12620967691005020357,Zeeland,Goes
4,ChIJvbD0ObCQxEcRmz9uoDpoprs,Het Nederlandse Rode Kruis,"Lekstraat 35, 4388 SR Oost-Souburg, Netherlands",51.4712472,3.6045921,Netherlands,+31 118 463 092,https://www.rodekruis.nl/,https://maps.google.com/?cid=13521609532235464603,Zeeland,Vlissingen
19,ChIJv6e7P4w-xEcREpq6lQzG1mU,The Netherlands Red Cross Society,"Slobbegorsedijk 2, 4794 RR Heijningen, Netherlands",51.6495414,4.4133662,Netherlands,+31 168 462 315,https://www.rodekruis.nl/,https://maps.google.com/?cid=7338270400200743442,Noord-Brabant,Moerdijk
8,ChIJNdvOL09FxEcRWFQJB-wGpew,Rode Kruis,"Marnix Gijsenstraat, 3245 ME Sommelsdijk, Netherlands",51.7637153,4.153685,Netherlands,unknown,https://www.rodekruis.nl/,https://maps.google.com/?cid=17052043174908351576,Zuid-Holland,Goeree-Overflakkee
9,ChIJaZGZfJRsxEcReMFBKM_AdK8,Rode Kruis,"225 Karmel, 4613 BS Bergen op Zoom, Netherlands",51.5031358,4.2773919,Netherlands,+31 76 523 0030,http://www.rodekruis.nl/,https://maps.google.com/?cid=12642942049901986168,Noord-Brabant,Bergen op Zoom
11,ChIJoZkj_y-WxEcRKJKGzKLNKnU,"Rode Kruis afdeling Walcheren, locatie Veere","Burgemeester Adelaarstraat 1, 4365 AG Meliskerke, Netherlands",51.5150197,3.5114619,Netherlands,unknown,http://www.rodekruis.nl/walcheren,https://maps.google.com/?cid=8442786550559183400,Zeeland,Veere
12,ChIJnTcjkxJ4xEcRwVoXUjNYkRY,Rode Kruis Hulst,"Tabakstraat 26, 4561 HW Hulst, Netherlands",51.2889006,4.0502768,Netherlands,+31 114 310 790,unknown,https://maps.google.com/?cid=1626177917901298369,Zeeland,Hulst
13,ChIJixOLA-NcxEcRBrJ0EAjPLFg,Rode Kruis Duvelant,"Dorpsweg 32A, 4311 RL Bruinisse, Netherlands",51.6561669,4.0913388,Netherlands,+31 111 481 901,http://www.rodekruis.nl/,https://maps.google.com/?cid=6353680807855698438,Zeeland,Schouwen-Duiveland
16,ChIJzdnaWxfyxEcRDcntAujR8Mk,The Netherlands Red Cross Society,"Schuitkant 5, 4328 BE Burgh-Haamstede, Netherlands",51.69730990000001,3.7452641,Netherlands,+31 111 651 825,http://www.rodekruis.nl/schouwen-zierikzee,https://maps.google.com/?cid=14551361190445828365,Zeeland,Schouwen-Duiveland
19,ChIJ_-d4fO1nxEcRVIJckR5RJt4,Het Nederlandse Rode Kruis - Afdeling Tholen-Reimerswaal,"Noordpoort 10, 4695 BX Sint-Maartensdijk, Netherlands",51.550805,4.0783395,Netherlands,+31 166 652 049,http://www.rodekruis.nl/,https://maps.google.com/?cid=16007571117264634452,Zeeland,Tholen
4,ChIJC5vkuh1LxEcRmIIF6Yi7QsM,The Netherlands Red Cross Society,"Trimpad 4, 3135 GA Vlaardingen, Netherlands",51.9225283,4.3634061,Netherlands,+31 10 234 2049,http://rodekruis-nieuwewaterwegnoord.nl/,https://maps.google.com/?cid=14070014382558249624,Zuid-Holland,Vlaardingen
6,ChIJaQOvCvc2xEcRycIK89hMW-o,The Netherlands Red Cross Society,"Julianastraat 11, 3262 SH Oud-Beijerland, Netherlands",51.8238095,4.4134714,Netherlands,+31 186 623 577,http://www.rodekruis.nl/,https://maps.google.com/?cid=16887175722430022345,Zuid-Holland,Oud-Beijerland
12,ChIJYzgCOVkzxEcR8LTSkH-Yrhg,Rode Kruis Rotterdam,"Leeuwenstraat 9 11, 3011 AL Rotterdam, Netherlands",51.9213939,4.4823332,Netherlands,+31 10 206 0622,http://www.rodekruis.nl/rotterdam,https://maps.google.com/?cid=1778526576515921136,Zuid-Holland,Rotterdam
0,ChIJx9xrdtYWxEcRWrGssz8kz94,Rode Kruis Roosendaal,"Gezellelaan 18e, 4707 CD Roosendaal, Netherlands",51.5198152,4.4626575,Netherlands,+31 13 542 5163,http://www.rodekruis.nl/,https://maps.google.com/?cid=16055091052615086426,Noord-Brabant,Roosendaal
7,ChIJCz6ITC2-xkcRKr5d-88LmXI,Rode Kruis Tilburg,"Centaurusweg 57, 5015 TC Tilburg, Netherlands",51.5777965,5.1066236,Netherlands,+31 13 542 5163,http://www.rodekruis.nl/tilburg,https://maps.google.com/?cid=8257644379663875626,Noord-Brabant,Tilburg
14,ChIJhYdgkuYoxEcRFTTDb5xrBrA,The Netherlands Red Cross Society,"Dubbelsteynlaan West 43, 3319 EK Dordrecht, Netherlands",51.7937865,4.6954916,Netherlands,+31 78 616 6066,https://www.rodekruis.nl/dordrecht/,https://maps.google.com/?cid=12683943720169714709,Zuid-Holland,Dordrecht
15,ChIJAV1JFI_qxkcRmCgLcziJIUU,Rode Kruis Oisterwijk,"Blokshekken 6, 5061 HA Oisterwijk, Netherlands",51.5810738,5.1903504,Netherlands,+31 13 522 0457,http://www.rodekruis.nl/,https://maps.google.com/?cid=4981413538389764248,Noord-Brabant,Oisterwijk
0,ChIJE0JaQAroxkcRUhC8Bic8GO8,Rode Kruis Midden- en West-Brabant,"Centaurusweg 52, 5015 TA Tilburg, Netherlands",51.5747467,5.102571800000001,Netherlands,+31 13 542 5163,http://www.rodekruis.nl/,https://maps.google.com/?cid=17228586512820211794,Noord-Brabant,Tilburg
10,ChIJI2AAPUEpxEcRx320LzWb3Ak,The Netherlands Red Cross Society,"Duivenstraat 70, 3353 AG Papendrecht, Netherlands",51.825803,4.6907499,Netherlands,+31 78 615 3939,http://www.rodekruis.nl/,https://maps.google.com/?cid=710613493953625543,Zuid-Holland,Papendrecht
14,ChIJbaDowlW_xkcRzpm0DVpTrMc,Rode Kruis Hilvarenbeek,"De Klapstaarten 5, 5085 GA Esbeek, Netherlands",51.4625281,5.136863,Netherlands,+31 13 516 9904,http://www.rodekruis.nl/hilvarenbeek,https://maps.google.com/?cid=14387966555783993806,Noord-Brabant,Hilvarenbeek
11,ChIJzaYkE-QuxEcRNuEzt-BX2ts,Rode Kruis Zwijndrechtsewaard,"Kapitein Rietbergenflat 26, 3333 CA Zwijndrecht, Netherlands",51.8095694,4.6330155,Netherlands,+31 6 53166735,http://www.rodekruis.nl/zwijndrechtsewaard,https://maps.google.com/?cid=15842071261887062326,Zuid-Holland,Zwijndrecht
12,ChIJhZ1hfA-GxkcRzSuypXvYSpg,Rode Kruis Gorinchem,"Marinus Spronklaan 57, 4205 CG Gorinchem, Netherlands",51.8395383,4.9716799,Netherlands,+31 183 821 247,https://www.rodekruis.nl/hardinxveld-giessendam/onze-activiteiten/sociale-hulp-zelfredzaamheid/,https://maps.google.com/?cid=10973821467614129101,Zuid-Holland,Gorinchem
13,ChIJrRsl5AqCxkcRFzyT1C3la9w,Rode Kruis Sliedrecht,"Jacob Catsstraat 2, 3362 XE Sliedrecht, Netherlands",51.82096749999999,4.7756076,Netherlands,+31 184 410 362,http://www.rodekruis.nl/,https://maps.google.com/?cid=15883040495854894103,Zuid-Holland,Sliedrecht
16,ChIJm_-BR58txEcRAI-LfUYSvFw,The Netherlands Red Cross Society,"Willem Pijperstraat 15, 2983 VP Ridderkerk, Netherlands",51.884978,4.6001116,Netherlands,+31 180 413 458,https://www.rodekruis.nl/,https://maps.google.com/?cid=6682236041074282240,Zuid-Holland,Ridderkerk
1,ChIJE53BGFbcxkcRy-8qZs3Cgj0,Rode Kruis Best,"Nazarethstraat 144, 5683 AB Best, Netherlands",51.5103826,5.3943622,Netherlands,unknown,http://www.rodekruis.nl/afdeling/best,https://maps.google.com/?cid=4432319170724163531,Noord-Brabant,Best
2,ChIJse_1GXUHx0cRMqYZtbPAwxg,Rode Kruis Beuningen (Gld),"Begoniastraat 1, 6641 BR Beuningen GLD, Netherlands",51.8603033,5.777066599999999,Netherlands,+31 6 23080933,https://www.rodekruis.nl/,https://maps.google.com/?cid=1784481755438884402,Gelderland,Beuningen
3,ChIJKQ8OzUXoxkcRIz7jYouKlvw,Nederlandse Rode Kruis Het,"Jan Kruijsenstraat 13A, 5281 JL Boxtel, Netherlands",51.5902846,5.320952,Netherlands,+31 70 445 5678,https://www.rodekruis.nl/meierijstad-boxtel-boekel/contact/,https://maps.google.com/?cid=18200887275328585251,Noord-Brabant,Boxtel
4,ChIJDZLKqsfhxkcRcQnPcOjG6nY,Het Nederlandse Rode Kruis,"Evertsenstraat 1, 5463 HM Veghel, Netherlands",51.6078748,5.5467325,Netherlands,+31 413 341 872,https://www.rodekruis.nl/,https://maps.google.com/?cid=8568879942653118833,Noord-Brabant,Meierijstad
6,ChIJYcOELIj-xkcRkDrpTyXpV3s,Het Nederlandse Rode Kruis,"Plataan 7, 5366 CJ Megen, Netherlands",51.8187904,5.55885,Netherlands,+31 412 462 995,https://www.rodekruis.nl/,https://maps.google.com/?cid=8887828736102709904,Noord-Brabant,Oss
15,ChIJ6QPUR_fuxkcRGo7AABOhj0M,Rode Kruis 's-Hertogenbosch e.o.,"Oude Dieze 12, 5211 KV 's-Hertogenbosch, Netherlands",51.685693,5.308294999999999,Netherlands,+31 73 613 2879,https://www.rodekruis.nl/den-bosch/over-onze-afdeling/,https://maps.google.com/?cid=4868286825199865370,Noord-Brabant,'s-Hertogenbosch
3,ChIJH26NkToPx0cRztiNu81pSNo,Het Nederlands Rode Kruis Gemeente Heumen,"Rijksweg 144A, 6581 ES Malden, Netherlands",51.7798336,5.853288500000001,Netherlands,+31 24 358 5158,http://www.rodekruis.nl/heumen,https://maps.google.com/?cid=15728938030927304910,Gelderland,Heumen
9,ChIJA93gU_8Ix0cRxaDNXX4DWQw,The Netherlands Red Cross Society,"Gelderselaan 14, 6523 LJ Nijmegen, Netherlands",51.83261110000001,5.8737263,Netherlands,+31 15 279 8153,http://www.rodekruisnijmegen.nl/,https://maps.google.com/?cid=889746242656903365,Gelderland,Nijmegen
