|fb_id|fb_name|tw_id|tw_name|type|address|latitude|longitude
0|180532465311930|Rode Kruis|14567528.0|Rode Kruis|main| Anna van Saksenlaan 50, 2593 HT The Hague , Postal Address:, P.O. Box 28120, 2502 KC The Hague   Netherlands |52.0818623|4.3468228
1|149048595164968|Rode Kruis Amsterdam-Amstelland|253550192.0|Rode Kruis Amsterdam-Amstelland|branch|Valkenburgerstraat 24 1011 LZ Amsterdam Netherlands |52.37031515918|4.9081180105921
2|262956790446133|Rode Kruis Haaglanden|501149435.0|RodeKruis Haaglanden|branch|Zilverstraat 2 2544 ER The Hague Netherlands |52.05156|4.26091
3|459686921046656|Rode Kruis Studentendesk Delft|44962575.0|Rode Kruis Delft|branch|Vulcanusweg 263 2624AV Delft Netherlands |51.99673|4.36036
4|535212706999090|Rode Kruis district Rotterdam-Rijnmond|1343882960.0|Rode Kruis Rotterdam - 010 2060622|branch|Leeuwenstraat 9 3011 AL Rotterdam Netherlands |51.9213638|4.4821814
5|1689606157948820|Rode Kruis Utrecht|206720345.0|Rode Kruis Utrecht|branch|Koningsweg 2 Utrecht Netherlands |52.07744|5.13323
6|150818164979368|Rode Kruis Leiden e.o.|228065570.0|RodeKruisLeiden|branch|Apollolaan 1b 2324 BR Leiden Netherlands |52.139693626317|4.4765904569
7|681631778847763|Rode Kruis Woerden|||branch|Woerden Netherlands |52.0798287|4.8627239
8|149048595164968|Rode Kruis Amsterdam-Amstelland|||branch|Valkenburgerstraat 24 1011 LZ Amsterdam Netherlands |52.37031515918|4.9081180105921
9|667776816592311|Rode Kruis Studentendesk Wageningen|||branch|Wageningen Netherlands |51.9691868|5.6653948
10|113007342241825|Rode Kruis Venlo|||branch|Nijmeegseweg 40 5916PT Venlo Netherlands |51.38942|6.17622
11|132119723547236|Rode Kruis Ziekenhuis / Brandwondencentrum Beverwijk|||branch|Vondellaan 13 1942 LE Beverwijk Netherlands |52.47946|4.6507699
12|1460675580851761|Rode Kruis Apeldoorn|||branch|Schuttersweg 41 7314LD Apeldoorn Netherlands |52.214000063604|5.9435606002808
13|1689606157948820|Rode Kruis Utrecht|||branch|Koningsweg 2 Utrecht Netherlands |52.07744|5.13323
14|1434454030125116|Bike-Team Rode Kruis|||branch|Brahmsstraat 5 8031 DB Zwolle Netherlands |52.52642|6.09295
15|653600581404206|Rode Kruis Doesburg|||branch|Roggestraat 3 Doesburg Netherlands |52.0149344569|6.1340430378914
16|262956790446133|Rode Kruis Haaglanden|||branch|Zilverstraat 2 2544 ER The Hague Netherlands |52.05156|4.26091
17|425600167520620|Rode Kruis Studentendesk Amsterdam|||branch|Amsterdam Netherlands |52.3679843|4.9035614
18|238415626178465|Rode Kruis Ede|||branch|Klinkenbergerweg 30c 6711 MK Ede Netherlands |52.04026|5.67092
19|459686921046656|Rode Kruis Studentendesk Delft|||branch|Vulcanusweg 263 2624AV Delft Netherlands |51.99673|4.36036
20|234590103682131|Rode Kruis Kerkrade e.o.|||branch|Hoofdstraat 24b 6461CR Kerkrade Netherlands |50.86426|6.06626
21|535212706999090|Rode Kruis district Rotterdam-Rijnmond|||branch|Leeuwenstraat 9 3011 AL Rotterdam Netherlands |51.9213638|4.4821814
22|268578619850608|Rode Kruis Studentendesk Utrecht|||branch|Koningsweg 2 3582 GE Utrecht Netherlands |52.07744|5.13323
23|1123994301053980|Rode Kruis Bodegraven|||branch|Koninginneweg 3A 2411 xk Bodegraven Netherlands |52.08746|4.75571
24|1496796547204864|Rode Kruis Dronten|||branch|Gouwe 50 Dronten Netherlands |52.53968|5.70125
25|545790135488335|Rode Kruis Fryslân|||branch|James Wattstraat 4 8912 AR Leeuwarden Netherlands |53.1919|5.77095
26|1537051933271578|Rode Kruis Rhenen|||branch|Kerkstraat 1 3911 LD Rhenen Netherlands |51.95704|5.56521
27|245353695653535|Rode Kruis Zaanstreek-Waterland|||branch|Waterlandlaan 101 1441 RT Purmerend Netherlands |52.5031891|4.96101
28|447176062025726|Rode Kruis Studentendesk Groningen|||branch|Atoomweg 2b 9743 AK Groningen Netherlands |53.21352|6.53913
29|783216308392947|Rode Kruis Liemers-Oost|||branch|Vincent van Goghstraat 4 6901 DK Zevenaar Netherlands |51.930232033808|6.0682189464569
30|341296749401948|Rode Kruis Schagen EHV team|||branch|1740 Schagen Netherlands |52.7880912|4.8043998
31|162755137210475|Rode Kruis Hellendoorn-Nijverdal|||branch|Rembrandtplein 21 7442 KH Nijverdal Netherlands |52.3599|6.46636
32|278427178857123|Rode Kruis Studentendesk Tilburg|||branch|Leonard van Vechelstraat 2 5014 HD Tilburg Netherlands |51.56359|5.09129
33|1601408603510239|Rode Kruis Afdeling Haarlemmermeer|||branch|Nieuweweg 33B 2132 CK Hoofddorp Netherlands |52.30519349999999|4.699568699999999
34|782597491751372|Rode Kruis Haaksbergen|||branch|Adriaen Brouwerstraat 10 7482 ZK Haaksbergen Netherlands |52.16126|6.72782
35|379809079126638|Rode Kruis afdeling Salland Midden|||branch|Westdorplaan 132a 8101 PP Raalte Netherlands |52.37747|6.26976
36|199146423494228|Rode Kruis Studentendesk Nijmegen|||branch|Gelderselaan 14 6523 LJ Nijmegen Netherlands |51.832506459261|5.8740442217439
37|421845151182627|Rode Kruis Bommelerwaard|||branch|Steenweg 83 5301 HK Zaltbommel Netherlands |51.80166|5.24334
38|182959271797060|Rode Kruis Eindhoven e.o.|||branch|Willem van Konijnenburglaan 6 5613 DW Eindhoven Netherlands |51.43887|5.49507
39|409220462485431|Rode Kruis Drenthe|||branch|Bellweg 2 9411 PV Beilen Netherlands |52.85233|6.51773
40|113575668794061|Rode Kruis locatie Roermond|||branch|Roermond Netherlands |51.207023831108|5.9992453908909
41|462735207133733|Rode Kruis Maastricht, Meerssen, Mergelland|||branch|Cortenstraat 7 6211 HT Maastricht Netherlands |50.84682|5.6921799
42|1513163278997069|Rode Kruis Zuidoost-Groningen|||branch|Burgemeester van Sevenhovenstraat 47 9503 CD Stadskanaal Netherlands |52.98665|6.94673
43|1021280501257840|Rode Kruis Haarlem e.o.|||branch|Vergierdeweg 52 2025 TK Haarlem Netherlands |52.4145317|4.6521301
44|299801923504570|Rode Kruis Afdeling Almelo|||branch|Hofkampstraat 102 7607 NJ Almelo Netherlands |52.35327|6.67358
45|144070685697736|Rode Kruis Kampen-IJsselmuiden|||branch|wilhelminalaan 20 Kampen Netherlands |52.5608375|5.90710309
46|1976029439193376|Rode Kruis District Kennemerland|||branch|Vergierdeweg 52 2025 TK Haarlem Netherlands |52.4144999|4.6521
47|208535842602519|Rode Kruis afdeling Lelystad|||branch|Wigstraat 15 8223EE Lelystad Netherlands |52.523282886|5.4941899705
48|402183293281953|Rode Kruis Noordoostpolder|||branch|Oud Espelerweg 4 8303 HW Emmeloord Netherlands |52.7246|5.74813
49|1686929041520765|Rode Kruis Roosendaal|||branch|Gezellelaan 18e 4707CD Roosendaal Netherlands |51.51969|4.4625899
50|218166075038732|Rode Kruis Hengelo|||branch|Marnixstraat 1 7553LC Hengelo Netherlands |52.252764724767|6.8000650405884
51|496332513877407|Rode Kruis Hattem-Wapenveld, Heerde-Epe|||branch|van galenstraat 40 8151vc Hattem Netherlands |52.47248165443|6.0641527175903
52|150818164979368|Rode Kruis Leiden e.o.|||branch|Apollolaan 1b 2324 BR Leiden Netherlands |52.139693626317|4.4765904569
53|593699237322941|Rode Kruis Zoetermeer|||branch|Clauslaan 2a 2713 VN Zoetermeer Netherlands |52.05494|4.48742
54|225916940936643|Rode Kruis West-Friesland|||branch|Hoorn Netherlands |52.65074|5.05964
55|1576364812609988|Rode Kruis Humanitair Oorlogsrecht|||branch|Anna van Saksenlaan The Hague Netherlands |52.08122059999999|4.3459609
56|436442503109542|Rode Kruis Studentendesk Zeeland|||branch|Middelburg Netherlands |51.4987962|3.610998
57|414076372048376|Rode Kruis Nunspeet|||branch|Elburgerweg 11 8071 TA Nunspeet Netherlands |52.38245|5.78366
58|697979610277337|Het Nederlandse Rode Kruis / District Midden- en West-Brabant|||branch|Karmel 225 4613 BS Bergen op Zoom Netherlands |51.5030394|4.2773428
59|2702637096628287|Logistiek Nationaal Rode Kruis|||branch|Kraaienweg 30a 7331 HZ Apeldoorn Netherlands |52.1975869|5.9650306
60|948878468525622|Rode Kruis Eijsden-Margraten|||branch|Kerkeweg 2 6245 HM Eijsden Netherlands |50.77708|5.70252
61|288708527922591|Rode Kruis Sittard e.o.|||branch|Hemelsley 20 6136 HM Sittard Netherlands |51.00467|5.87896
62|284665134969395|Rode Kruis Verbindingsdienst Noord|||branch|Assen Netherlands |52.9964|6.53719
63|1772208569689805|Rode Kruis Doetinchem|||branch|Bachlaan 7 7002 MZ Doetinchem Netherlands |51.9670888|6.3029552
64|173365182841622|Rode Kruis afdeling Zeewolde|||branch|schokker 40 3891 dp Zeewolde Netherlands |52.3347399|5.53127
65|480717841992847|Rode Kruis Betuwegaerde|||branch|Haaftenlaan 26 Tiel Netherlands |51.87843|5.40749
66|511421175889102|Rode Kruis Lingewaard-Overbetuwe|||branch|Elster Grindweg 3 6665 NC Driel Netherlands |51.94978|5.81733
67|1104729609589451|Rode Kruis Oss eo|||branch|Kromstraat 45 5345AA Oss Netherlands |51.76175|5.51422
68|350402148378934|Rode Kruis Nieuwe Waterweg Noord|||branch|Trimpad 4 3135 GA Vlaardingen Netherlands |51.92254|4.36333
69|1728117500607313|Rode Kruis Horst aan de Maas|||branch|Gebroeders van Doornelaan 63 5961 BB Horst Netherlands |51.464822921881|6.0483384132385
70|755355707837557|Rode Kruis Súdwest Fryslân|||branch|Selfhelpweg 2 8607 AB Sneek Netherlands |53.02805|5.66173
71|1939832839654711|Rode Kruis Friesland Noord Dokkum|||branch|Dokkum Netherlands |53.3222499|6.01555
72|1993804660889894|Rode Kruis Brummen Eerbeek Hall en Loenen|||branch|Händelstraat 45 6961 AB Eerbeek Netherlands |52.110406065672|6.0556983947754
73|1219070211487696|Rode Kruis Achterhoek Oost|||branch|Winterswijk Netherlands |51.97355|6.71544
74|337130256693715|Rode Kruis Zwijndrechtsewaard|||branch|Kapitein Rietbergenflat 26 3333 CA Zwijndrecht Netherlands |51.80922|4.63345
75|359430480811794|Rode Kruis Leidschendam-Voorburg|||branch|Herenstraat 165 2271 CE Leidschendam-Voorburg Netherlands |52.06649|4.36194
76|2235360690067787|Rode Kruis Den Helder|||branch|bankastraat  27 1782TA Den Helder Netherlands |52.95832|4.74962
77|722378874444276|Rode Kruis Evenementenhulpverlening werkgroep Drachten|||branch|Omloop 42 Drachten Netherlands |53.10968|6.08421
78|773539686172397|Rode Kruis Zwartewaterland|||branch|Hasselt Netherlands |52.5905|6.10585
79|385258238476028|Rode Kruis Joure|||branch|Vegelinsweg 6b 8501BA Joure Netherlands |52.9719|5.79384
80|573448452757831|Rode Kruis Katwijk|||branch|Prins Hendrikkade 12 2225 TZ Katwijk Netherlands |52.205582695768|4.4076886905456
81|839728386145884|Rode Kruis locatie Venray|||branch|Bergweg 4 5801 EG Venray Netherlands |51.526464636958|5.9673571586609
82|697937597017931|Rode Kruis Bergen op Zoom e.o.|||branch|Karmel 225 4613 BS Bergen op Zoom Netherlands |51.5031319|4.27739
83|1642602946025670|Rode Kruis Culemborg|||branch|Otto van Reesweg 10 4105 AA Culemborg Netherlands |51.95298|5.2195001
84|318486294899368|Rode Kruis afdeling Amersfoort-Eemland|||branch|Columbusweg 30 Amersfoort Netherlands |52.15991|5.40242
85|1534401146889853|Rode Kruis Nieuwegein|||branch|Constructieweg 6 3433 NN Nieuwegein Netherlands |52.01281|5.1022
86|187082824672673|Rode Kruis 's-Hertogenbosch e.o.|||branch|Oude Dieze 12 5211 KV 's-Hertogenbosch Netherlands |51.6857|5.30816
87|396189387098028|Rode Kruis Alphen aan den Rijn eo|||branch|Dillenburg 2 2404 EV Alphen aan den Rijn Netherlands |52.1334|4.65301
88|1617544188502667|Rode Kruis afdeling Voorne Putten|||branch|Brielle Netherlands |51.9032593|4.1623998
89|288885181531047|Rode Kruis Bungalow|||branch|Philipsbosweg 9 5715 RE Lierop Netherlands |51.40126|5.67349
90|415969311860968|Rode Kruis Utrechtse Heuvelrug|||branch|Driebergen Netherlands |52.0475883|5.2899399
91|1574020009578717|Rode Kruis Goeree Overflakkee|||branch|Marnix Gijsenstraat 7 3245 ME Sommelsdijk Netherlands |51.76369|4.15376
92|2262020170723301|Rode Kruis Vechtdal|||branch|Coevorderweg 31 7776AC Slagharen Netherlands |52.62321|6.55618
93|425996381106643|Rode Kruis Bike-Team Rijnmond|||branch|Trimpad 4 3135 GA Vlaardingen Netherlands |51.921826100264|4.363374710083
94|418496008279618|Rode Kruis Afdeling Heerenveen|||branch|Businesspark Friesland-West 41 8447 SL Nijehaske Netherlands |52.96517|5.89009
95|417855945709955|Rode Kruis Hardinxveld-Giessendam|||branch|Damstraat 26 3371AD Hardinxveld Netherlands |51.82969|4.83537
96|566981556656392|Rode Kruis Nijkerk|||branch|Havenstraat 5B 3861 VS Nijkerk Netherlands |52.22605|5.48032
97|289393308666485|Rode Kruis afdeling Emmen|||branch|Emmen Netherlands |52.7132367|6.9557766
98|824386271276037|Rode Kruis Zeeuws-Vlaanderen|||branch|Mr.F.J. Haarmanweg 13 Terneuzen Netherlands |51.3272544|3.8296184
99|366151313539764|Jeugd Rode Kruis Oss eo|||branch|kromstraat 45 Oss Netherlands |51.7618343|5.514194
100|125569924793951|Rode Kruis “Zwemmen” Vlaardingen|||branch|Westlandseweg 200 3131HX Vlaardingen Netherlands |51.9156232|4.3398549
101|762872473789868|Rode Kruis Someren|||branch|Heiveldsestraat 21 5711 PB Someren Netherlands |51.4020386|5.7059202
102|202823833085002|Rode Kruis afd. Gouda|||branch|Punt 6 2801 PZ Gouda Netherlands |52.00727|4.71425
103|511099769275066|Rode Kruis Bunschoten-spakenburg E.o.|||branch|Pr. Irenestraat 3751 DH Bunschoten Netherlands |52.2441744|5.37794496
104|235074816680979|Rode Kruis Leerdam|||branch|Kerkelaantje 14 4163 LH Oosterwijk Netherlands |51.87855|5.07865
105|2015132978780584|Rode Kruis Rijssen|||branch|Roelf Bosmastraat 47 7462 MZ Rijssen Netherlands |52.30177|6.50071
106|737687826291590|Rode Kruis Assen-Vries|||branch|Delft 73 9406 GD Assen Netherlands |52.9964|6.53719
107|1427567100643910|Rode Kruis Hoogezand-Sappemeer e.o.|||branch|Rembrandtlaan 72a 9601XD Hoogezand Netherlands |53.16583|6.76894
108|158550187652597|Rode Kruis afdeling Duin- en Bollenstreek|||branch|Rijksstraatweg 22i Sassenheim Netherlands |52.2060741|4.4891389
109|830489373796285|Rode Kruis Meierijstad Boxtel Boekel|||branch|Evertsenstraat 1 5463 HM Veghel Netherlands |51.60818|5.54698
110|748138658620674|Rode Kruis, Afdeling IJsselstein|||branch|Duitslandstraat 7 3402 TJ IJsselstein Netherlands |52.02334|5.05411
111|417570191637526|Het Rode Kruis district Gooi en Vechtstreek|||branch|Torenlaan 11B 1402 AT Bussum Netherlands |52.27079|5.16503
112|382490825146330|Jongeren Rode Kruis, Aalsmeer & Uithoorn|||branch|Aalsmeer Uithoorn Netherlands |52.2670593|4.7492599
113|1616005608618154|Studentendesk Rode Kruis Twente|||branch|Enschede Netherlands |52.2215372|6.8936619
114|365741073527195|Het Nederlandse Rode Kruis afdeling  Valkenswaard/A2|||branch|Gelukken 15a 5552 LD Valkenswaard Netherlands |51.35953|5.45169
115|181323589116215|Rode Kruis Conscious Cinema|||branch|De Noord Netherlands |52.70648809999999|4.8519127
116|506523919370512|Rode Kruis Amstelveen|||branch|Van der Leeklaan 3 1185DM Amstelveen Netherlands |52.2968517|4.8555433
117|346026015462894|Rode Kruis locatie Sliedrecht|||branch|maaslaan 10 Sliedrecht Netherlands |51.827569406684|4.766092300415
118|325069757689137|Rode Kruis Helmond|||branch|Nachtegaallaan 215 Helmond Netherlands |51.49776|5.66586
119|359341887737312|Rode Kruis Castricum|||branch|Bullerlaan 1901 VW Castricum Netherlands |52.55595|4.67005
120|753762354723390|Rode Kruis Meppel - Nijeveen|||branch|Schaperstraat 16 B 7942 AR Meppel Netherlands |52.70342|6.19783
121|762838530480167|Ondernemingscentrum het Rode Kruis|||branch|wijk 8-2 8321TJ Urk Netherlands |52.6637783|5.5983925
122|301774466630703|Rode Kruis Amsterdam|||branch|Amsterdam Netherlands |52.3679843|4.9035614
123|650087565063717|Rode Kruis afd. Lienden|||branch|Verbrughweg 2A 4033 GP Lienden Netherlands |51.9455699|5.51911
124|172885972918193|Biketeam Rode Kruis Weert|||branch|rode kruis gebouw weert Weert Netherlands |51.3223744|5.5936828
125|479552842125042|Haagse Rode Kruis Gala|||branch|Zilverstraat 2 2544 ER The Hague Netherlands |52.09371|4.30846
126|1925434677706760|Rode Kruis Valkenburg aan de Geul/Nuth|||branch|Bosstraat 5B 6301 HM Valkenburg Netherlands |50.871824459496|5.8233654499054
127|1419050004979851|Rode Kruis Eye 2 Eye|||branch|Goeree Netherlands |51.7591966|4.1169809
128|261639383982333|Rode Kruis Tocht Langs de Leij|||branch|Leonard van Vechelstraat 2 5014 HD Tilburg Netherlands |51.56359|5.09129
129|1101796839831741|Rode Kruis Uithoorn en de Kwakel|||branch|Achterberglaan 63 1422 CX Uithoorn Netherlands |52.24526|4.83235
130|2280033268989511|Rode Kruis: Telefooncirkel De Wolden & omstreken|||branch|Zuidwolde Netherlands |52.67656|6.42594
131|2008089806119601|Rode Kruis delfzijl|||branch|Rode Kruis delfzijl Delfzijl Netherlands |53.33165|6.90621
